no,name,lat,lng
1152,新竹市光復一段525巷29弄3,24.7880115,121.0205525
1153,新竹市光復一段525巷往光復路,24.785759,121.0202406
1154,新竹市光復一段525巷往家扶中心,24.7831968,121.0178554
1155,新竹市關東路與關新路制高點,24.7825339,121.0132472
1156,新竹市關東關新路往光復路車牌,24.7833028,121.0122063
1157,新竹市關東關新往關東路車牌,24.7874715,121.0206106
1158,新竹市關新關東路往新莊路車牌,24.7899236,121.0062328
1159,新竹市關關東路往關新東路車牌,24.7881702,121.0217809
1160,新竹市關東路一段268巷41弄全1,24.7819072,121.0226219
1161,新竹市關東路一段268巷41弄全2,24.7816874,121.0242838
1162,新竹市關東路一段268巷41弄全3,24.7817577,121.0265377
1163,新竹市關東路23巷照巷內全景,24.7818695,121.0259461
1164,新竹市光復路一段18巷2弄口全景,24.7826811,121.021625
1165,新竹市光復路一段18巷1弄口全景,24.7815054,121.0265275
1166,新竹市光復路一段18巷4弄口全景,24.7820989,121.02307
1167,新竹市光復路一段18巷6弄口全景,24.782025,121.0266213
1168,新竹市光復路一段108巷2弄口全景,24.7837815,121.020269
1169,新竹市關東路一段108巷1弄口全景,24.7837815,121.020269
1170,新竹市關東路16巷全景,24.7837815,121.020269
1171,新竹市關新路往關東路方向車牌,24.785278,121.0216414
1172,新竹市關新路往光復路車牌,24.7833914,121.0229619
1173,新竹市關東路58巷口全景,24.7839694,121.0227156
1174,新竹市關東路76巷口全景,24.7836512,121.0228685
1175,新竹市關東路92巷口全景,24.7853928,121.0220935
1176,新竹市關東路142巷口全景,24.7847608,121.0225027
1177,新竹市關東路55巷關東國小全景,24.78467,121.020636
1178,新竹市光復一段268巷81號前全景,24.7831968,121.0178554
1179,新竹市關東路178巷全景,24.7880115,121.0205525
1180,新竹市關東路85巷全景,24.7843021,121.0220057
1181,新竹市關東路208巷全景,24.7807125,121.0258276
1182,新竹市光復路一段11巷,24.7779621,121.0256
1183,新竹市光復路一段41巷,24.7811282,121.0214412
1184,新竹市光復路一段139巷口,24.7807445,121.0250227
1185,新竹市光復路一段195巷口,24.7779621,121.0256
1186,新竹市光復89華清往光復路內,24.7779621,121.0256
1187,新竹市光復89華清往光復路外,24.7809363,121.022551
1188,新竹市光復路89巷內往金山街,24.7859353,121.0228754
1189,新竹市光復路89巷內往華清,24.7779621,121.0256
1190,新竹市光復89華清社區前,24.7780271,121.0247824
1191,新竹市新科路內,24.7779621,121.0256
1192,新竹市光復89巷椰城往華清,24.7827901,121.020259
1193,新竹市光復路89巷椰城往光復路,24.7843021,121.0220057
1194,新竹市光復路一段268巷41弄口,24.7834531,121.021975
1195,新竹市光復路一段268巷內往關東國小,24.7837815,121.020269
1196,新竹市光復路一段268巷30弄往西,24.7786591,121.02514
1197,新竹市光復路一段268巷內往光復路,24.7832683,121.0215817
1198,新竹市光復路一段268巷30弄口,24.7832683,121.0215817
1199,新竹市光復路一段268巷30弄39號,24.7824496,121.0206116
1200,新竹市光復路一段268巷9弄3號,24.7827901,121.020259
1201,新竹市光復路一段100巷口,24.7821671,121.0212341
1202,新竹市光復路一段236巷口,24.7817035,121.0261862
1203,新竹市光復路一段354巷口,24.7824061,121.025106
1204,新竹市光復路一段30巷1弄口,24.7861438,121.0113882
1205,新竹市光復路一段30巷60號,24.782127,121.0249178
1206,新竹市光復路一段30巷往竹美路,24.7834065,121.0184061
1207,新竹市光復路一段18巷口,24.7817035,121.0261862
1208,新竹市關東新莊往關東國小,24.785524,121.015896
1209,新竹市關東新往慈雲路,24.785524,121.015896
1210,新竹市新莊關東往光復,24.7843021,121.0220057
1211,新竹市新莊關東往關東路,24.7971508,121.0138859
1212,新竹市關東新莊路全景,24.785524,121.015896
1213,新竹市光復路一段163巷53弄口,24.7861438,121.0113882
1214,新竹市新科一街停車場入口,24.779454,121.0246121
1215,新竹市光復路一段163巷內金山面公園,24.7808197,121.0219437
1216,新竹市金山11街2巷,24.7964006,120.9440054
1217,新竹市金山北3街,24.7834351,120.953865
1218,新竹市元培街往元培科大,24.7834351,120.953865
1219,新竹市茄苳客雅往牛埔路,24.7782981,121.0238633
1220,新竹市茄苳客雅往青草湖,24.7778602,121.0191808
1221,新竹市客雅大道與茄苳景觀大道,24.776337,120.9428296
1222,新竹市茄苳客雅往中華大學,24.772499,120.965728
1223,新竹市景觀台停車場1,24.8138287,120.9674798
1224,新竹市景觀台停車場2,24.8138287,120.9674798
1225,新竹市景觀台停車場3,24.8138287,120.9674798
1226,新竹市景觀台往客雅大道,24.8138287,120.9674798
1227,新竹市東香一路往美芝城,24.804863,120.942251
1228,新竹市美芝城一街往東香路,24.772499,120.965728
1229,新竹市東香一路往柴橋路,24.8203978,120.973797
1230,新竹市東香路二段與香檳街口1,24.7680474,120.963337
1231,新竹市東香路二段與香檳街口2,24.7658494,120.95971
1232,新竹市東香路與柴橋路,24.7571075,120.952429
1233,新竹市東香柴橋往青草湖,24.7658494,120.95971
1234,新竹市柴橋路往東香路一段,24.7571075,120.952429
1235,新竹市五福路往中華大學車牌,24.787165,121.012405
1236,新竹市五福路往明德路,24.756836,120.9524734
1237,新竹市國中一街1巷1,24.7479122,120.9376692
1238,新竹市國中一街1巷2,24.7855745,120.916697
1239,新竹市中華路五段208巷62弄口,24.7427156,120.9082581
1240,新竹市中華路五段208巷62弄口往中華路,24.7857032,120.9179908
1241,新竹市中華路五段208巷往西濱,24.7846587,120.9205477
1242,新竹市五福茄苳東街內,24.7983869,120.9940563
1243,新竹市五福茄苳往中華路,24.7427156,120.9082581
1244,新竹市五福茄苳往高速公路,24.7479122,120.9376692
1245,新竹市五福茄苳東街口,24.7544141,120.9560019
1246,新竹市景觀五福制高點,24.7544141,120.9560019
1247,新竹市景觀五福往市區機車道,24.7544141,120.9560019
1248,新竹市景觀五福全景,24.7544141,120.9560019
1249,新竹市景觀五福五福路往景觀,24.7544141,120.9560019
1250,新竹市景觀五福往五福路中華大學,24.7607298,120.9599842
1251,新竹市景觀五福往市區內車道,24.7764461,120.9748843
1252,新竹市景觀五福往市區外車道,24.7595655,120.9534646
1253,新竹市景觀五福往五福內車道,24.7607298,120.9599842
1254,新竹市景觀五福往五福外車道,24.7607298,120.9599842
1255,新竹市景觀五福往五福機車道,24.7607298,120.9599842
1256,新竹市景觀柴橋制高點,24.7607298,120.9599842
1257,新竹市景觀柴橋全景,24.7607298,120.9599842
1258,新竹市景觀柴橋柴橋路往景觀,24.7544141,120.9560019
1259,新竹市景觀柴橋景觀往柴橋,24.7764461,120.9748843
1260,新竹市景觀柴橋往市區內車道,24.7607298,120.9599842
1261,新竹市景觀柴橋往市區外車道,24.7607298,120.9599842
1262,新竹市景觀柴橋往市區機車道,24.7607298,120.9599842
1263,新竹市景觀柴橋往五福內車道,24.7607298,120.9599842
1264,新竹市景觀柴橋往五福外車道,24.7607298,120.9599842
1265,新竹市景觀柴橋往五福機車道,24.7607298,120.9599842
1266,新竹市東南街53巷5弄口1全景,24.799219,120.97489
1267,新竹市南大路139弄全景,24.7977629,120.9704223
1268,新竹市東南街53巷5弄口2全景,24.799318,120.9742565
1269,新竹市東南街53巷往南大路全景,24.7973764,120.9693452
1270,新竹市東南街53巷31號前全景,24.8010567,120.9741948
1271,新竹市東南南大往東南街1巷口全景,24.7999771,120.9735155
1272,新竹市東南南大往南大路全景,24.7977528,120.969972
1273,新竹市南大路218巷往南大路全景,24.7995753,120.9728682
1274,新竹市南大路218巷40弄,24.8015325,120.9741776
1275,新竹市南大路218巷16弄,24.7985057,120.9743218
1276,新竹市南大路327巷全景,24.7977629,120.9704223
1277,新竹市南大路327巷往南大路全景,24.7973764,120.9693452
1278,新竹市南大路327巷1弄口全景,24.7973764,120.9693452
1279,新竹市西大路72巷73弄全景,24.7972313,120.9706786
1280,新竹市南大路327巷1弄全景,24.7965573,120.9709924
1281,新竹市西大路72巷7弄防火巷,24.7977528,120.969972
1282,新竹市西大路102巷口全景,24.8037989,120.9642666
1283,新竹市西大路102巷中全景,24.7969516,120.9711585
1284,新竹市南大竹蓮照西大72巷全景,24.7982279,120.9707009
1285,新竹市竹蓮.南大路327巷口,24.7965573,120.9709924
1286,新竹市西大路72巷中,24.7973508,120.9713296
1287,新竹市竹蓮街47巷底,24.7957021,120.9748194
1288,新竹市西大路46巷往33巷樓梯全景,24.7958662,120.9720421
1289,新竹市西大路46巷照公園全景,24.7952326,120.9743376
1290,新竹市西大路72巷全景,24.794806,120.9725426
1291,新竹市西大路46巷33弄照巷內全景,24.7969516,120.9711585
1292,新竹市竹蓮街11巷中全景,24.7969516,120.9711585
1293,新竹市竹蓮街11巷4號全景,24.7966714,120.9728379
1294,新竹市食品路往寶山路全景,24.8037989,120.9642666
1295,新竹市食品路267巷照巷內全景,24.8037989,120.9642666
1296,新竹市食品路215巷照巷內全景,24.7968252,120.9724331
1297,新竹市食品路267巷照巷內全景,24.7952326,120.9743376
1298,新竹市食品路215巷底全景,24.7957021,120.9748194
1299,新竹市東南食品往東南全景,24.7942382,120.9725807
1300,新竹市西大路11巷底全景,24.7987501,120.9755595
1301,新竹市南外南城街往林森西大,24.8007396,120.9655145
1302,新竹市中華路二段與602巷口,24.8007396,120.9655145
1303,新竹市中華路二段623巷往外,24.7988051,120.9670231
1304,新竹市林森路往勝利路,24.8007396,120.9655145
1305,新竹市勝利路202巷內,24.7994332,120.966827
1306,新竹市勝利路202巷中,24.8003361,120.9663248
1307,新竹市勝利路214巷口,24.8007396,120.9655145
1308,新竹市西大路315巷往外,24.8037989,120.9642666
1309,新竹市勝利德高往西門街,24.8018057,120.963947
1310,新竹市德高街往南外街,24.8000205,120.9651886
1311,新竹市竹蓮街173.177巷口,24.7980385,120.9722812
1312,新竹市竹蓮街133巷5弄,24.7987298,120.9687487
1313,新竹市竹蓮街133巷3弄,24.7981357,120.9690838
1314,新竹市竹蓮街173巷33號前,24.79531,120.9669844
1315,新竹市竹蓮街173巷12號前,24.7991756,120.9687586
1316,新竹市南大路408巷口,24.7947599,120.9661168
1317,新竹市南大路473巷13弄口全景,24.7928647,120.9670861
1318,新竹市食品路520巷口全景,24.7986344,120.9692244
1319,新竹市食品路461巷口全景,24.7988472,120.9693108
1320,新竹市明湖路28巷底全景,24.7942977,120.9694428
1321,新竹市明湖路72巷2弄底全景,24.7943223,120.9699242
1322,新竹市食品路與明湖路全景,24.7958224,120.9684941
1323,新竹市食品路378巷底全景,24.7937391,120.9683938
1324,新竹市食品路366巷底全景,24.7942977,120.9694428
1325,新竹市食品366巷往食品(全),24.7947819,120.9703693
1326,新竹市食品326巷1弄(全),24.7941659,120.969084
1327,新竹市食品326巷往食品(全),24.7952559,120.9683486
1328,新竹市食品326巷22弄(全),24.7937391,120.9683938
1329,新竹市食品路72巷2弄口,24.7958224,120.9684941
1330,新竹市明湖路72巷往南大路473巷口,24.7946755,120.9712145
1331,新竹市食品路與明湖路(車牌),24.795629,120.9664918
1332,新竹市明湖路28巷口全景,24.7939359,120.9666817
1333,新竹市西大路97巷往食器路326巷,24.7987424,120.9638187
1334,新竹市食品路260巷3弄,24.7948801,120.9708184
1335,新竹市南大路與南大473巷往西大(車牌),24.7998243,120.9642712
1336,新竹市食品路往464巷口,24.794696,120.9666039
1337,新竹市林森路158巷24號前,24.7962241,120.9748032
1338,新竹市林森路200巷往林森路,24.7987424,120.9638187
1339,新竹市福德街廟前,24.7991268,120.9650107
1340,新竹市中華路二段667號前往北,24.7991616,120.9730843
1341,新竹市中華路二段695巷口,24.7974767,120.9644315
1342,新竹市中華二段737號前往市區車牌,24.7974767,120.9644315
1343,新竹市東南街往東南街69巷口,24.7964004,120.9750894
1344,新竹市東南街52巷1弄19號前,24.7991616,120.9730843
1345,新竹市東南街197號前往食品路,24.7976723,120.9736904
1346,新竹市東南街96巷5弄,24.7976723,120.9736904
1347,新竹市東南167巷與食品180巷口,24.7960513,120.9769658
1348,新竹市東南街與食品路215巷口,24.7961825,120.9762623
1349,新竹市東南街239巷中,24.7955649,120.9765842
1350,新竹市食品路177巷口,24.7962241,120.9748032
1351,新竹市培英街32巷30號前,24.7988155,120.974659
1352,新竹市東南街與167巷口全景,24.7964004,120.9750894
1353,新竹市食品路141巷與165巷口,24.797089,120.9763185
1354,新竹市食品路155巷內往食品路,24.7982663,120.9737522
1355,新竹市東南街53巷10弄全景,24.7976222,120.9758221
1356,新竹市東南街53巷10弄往東南街,24.7976222,120.9758221
1357,新竹市東南街53巷與10弄口,24.7993659,120.9735112
1358,新竹市東南街69巷9號往巷內,24.7980078,120.972392
1359,新竹市東南街與188巷口全景,24.8037989,120.9642666
1360,新竹市南大路265巷內(頂竹里1),24.7962341,120.9717159
1361,新竹市東南街52巷往竹蓮街,24.7953523,120.9749757
1362,新竹市竹蓮街26巷口,24.7988155,120.974659
1363,新竹市西大路46巷與46巷33弄口,24.7965397,120.9667442
1364,新竹市西大路46巷32弄,24.7954666,120.9735711
1365,新竹市西大路72巷與46巷33弄全景,24.7973764,120.9693452
1366,新竹市食品路267巷往食品路,24.7992546,120.9692932
1367,新竹市興中街48號前往興學街,24.8037989,120.9642666
1368,新竹市興中街48號前往西大路,24.7954488,120.9639695
1369,新竹市振興里2(興中西大興中街全景),24.7977419,120.9687046
1370,新竹市興竹興學街口全景,24.7961688,120.9620834
1371,新竹市興竹街內,24.7975583,120.9659912
1372,新竹市興竹食品往興竹街內,24.7975583,120.9659912
1373,新竹市興竹食品往路,24.7954509,120.9629439
1374,新竹市振興路102巷口往132巷,24.7955816,120.9612693
1375,新竹市振興路48巷15弄與72巷口,24.7961838,120.9612751
1376,新竹市振興路72巷往132巷全景,24.7963888,120.9640955
1377,新竹市振興路48巷15弄與102巷口,24.795562,120.9620784
1378,新竹市振興路48巷底全景,24.7954509,120.9629439
1379,新竹市振興路48巷與15弄口,24.7954509,120.9629439
1380,新竹市振興路48巷土地公廟,24.7947677,120.9612229
1381,新竹市振興路48巷口往巷內,24.7945695,120.9604786
1382,新竹市振興路109巷12弄口,24.795562,120.9620784
1383,新竹市振興路109巷往振興路全景,24.7945695,120.9604786
1384,新竹市振興路109巷與振興一街口,24.7951267,120.9597759
1385,新竹市振興一街與振興99巷口,24.7957513,120.9601498
1386,新竹市振興99巷與振興一街口,24.7953835,120.9606795
1387,新竹市振興路85巷口全景,24.7951267,120.9597759
1388,新竹市振興一街77號往振興路,24.7951579,120.962918
1389,新竹市振興一街51號前往巷內,24.7945004,120.9612019
1390,新竹市振興一街134巷48號前往巷內,24.7944722,120.9603022
1391,新竹市振興一街26號前往振興路,24.7939991,120.9623649
1392,新竹市振興一街26號前往南大路634巷,24.7951267,120.9597759
1393,新竹市南大路634巷41弄往634巷,24.7941916,120.9615554
1394,新竹市南大路634巷40弄全景,24.7964604,120.9683417
1395,新竹市振興一街與振興85巷口,24.7951337,120.9711213
1396,新竹市南大路391巷全景,24.7936626,120.9616466
1397,新竹市西大路135巷19號往西大路,24.7940237,120.9615303
1398,新竹市西大明湖全景,24.802338,120.9669022
1399,新竹市西大路97巷往西大路全景,24.801558,120.9659938
1400,新竹市西大路97與51巷口,24.7962169,120.9707265
1401,新竹市南大路473巷7弄往南大路,24.796167,120.970615
1402,新竹市南大路473巷與明湖路72巷口,24.775333,120.9676459
1403,新竹市明湖路72巷口往食品路,24.794696,120.9666039
1404,新竹市中南南門往西大路全景,24.795629,120.9664918
1405,新竹市南門中南往文昌街全景,24.802725,120.966556
1406,新竹市南門文昌往中南街全景,24.7937391,120.9683938
1407,新竹市南門文昌往西門,24.802338,120.9669022
1408,新竹市文昌南門街口,24.802338,120.9669022
1409,新竹市中華五福往頭份方向,24.7427156,120.9082581
1410,新竹市中華五福往北方向,24.7427156,120.9082581
1411,新竹市中華路六段256巷,24.742521,120.9080109
1412,新竹市中華路六段703巷19弄往中華路,24.7284675,120.9172845
1413,新竹市中華路六段703巷23弄內,24.7294938,120.9189739
1414,新竹市五福路與大湖路1,24.7454861,120.9224762
1415,新竹市五福路與大湖路2,24.7454861,120.9224762
1416,新竹市五福路與大湖路3,24.7454861,120.9224762
1417,新竹市中華路六段459巷內,24.7411076,120.8986028
1418,新竹市中華路六段459巷往中華路,24.7462622,120.907576
1419,新竹市中華六段205巷口往巷內全景,24.7462622,120.907576
1420,新竹市中華六段205巷中全景,24.7462622,120.907576
1421,新竹市中華路六段205巷底全景,24.7344974,120.9142664
1422,新竹市高濱路與南港街23巷口1車牌,24.7340913,120.9132595
1423,新竹市高濱路與南港街23巷口2車牌,24.7340913,120.9132595
1424,新竹市南港街與鐵道路1全景,24.7411076,120.8986028
1425,新竹市南港街與鐵道路2全景,24.7379424,120.9004851
1426,新竹市南港街34巷口全景,24.7387341,120.8945775
1427,新竹市南港街7巷全景,24.7387341,120.8945775
1428,新竹市南港街2號全景,24.740461,120.903645
1429,新竹市南隘路一段南隘一號橋頭,24.7265956,120.9296288
1430,新竹市南隘路一段131巷全景,24.7294683,120.9359435
1431,新竹市南隘路一段往南方向全景,24.7255204,120.9267029
1432,新竹市南湖路與南隘路二段口全景,24.7205509,120.9249651
1433,新竹市南隘路二段與南湖路全景,24.7294683,120.9359435
1434,新竹市南隘路二段與柳仔湳全景,24.7222592,120.9246398
1435,新竹市南隘路二段181號全景,24.7302589,120.937728
1436,新竹市南湖路1全景,24.7222592,120.9246398
1437,新竹市南湖路2全景,24.7306657,120.9364976
1438,新竹市南隘路一段151巷口,24.7137556,120.9344826
1439,新竹市南隘路一段130號前,24.7222592,120.9246398
1440,新竹市南隘路一段121、110巷口,24.7242858,120.9252976
1441,新竹市南隘路一段與100巷口,24.7279445,120.9367839
1442,新竹市南隘路一段111巷,24.7249379,120.9269253
1443,新竹市南隘路一段往北方向,24.7786497,120.9144545
1444,新竹市中華路五段與大湖路全景,24.7727937,120.9154332
1445,新竹市大湖路52巷照巷內全景,24.7727937,120.9154332
1446,新竹市中華路五段420巷往頭份方向全景,24.7205509,120.9249651
1447,新竹市中華路五段420巷口,24.7607015,120.9198602
1448,新竹市中華路五段522巷口全景,24.7734168,120.9167581
1449,新竹市大湖路71巷口(主機與內湖里同),24.7675429,120.9157017
1450,新竹市風情海岸制高點,24.8030659,120.9204036
1451,新竹市西濱快速道路往頭份1,24.8030659,120.9204036
1452,新竹市西濱快速道路往頭份2,24.8030659,120.9204036
1453,新竹市西濱快速道路往頭份3,24.8030659,120.9204036
1454,新竹市西濱快速道路往頭份4,24.8030659,120.9204036
1455,新竹市美山路往風情海岸,24.8030659,120.9204036
1456,新竹市西濱美山往南寮車牌,24.7479722,120.9083227
1457,新竹市西濱長興往長興街內,24.8416314,120.9336118
1458,新竹市西濱快速道路往頭份方向,24.7474554,120.908498
1459,新竹市中華路六段97巷34弄內,24.7473043,120.9088186
1460,新竹市中華路六段97巷30弄內,24.7458969,120.9052117
1461,新竹市中華路六段97巷口,24.7786497,120.9144545
1462,新竹市中華六段647往北內側99,24.7293224,120.9231204
1463,新竹市中華六段647往北外側99,24.7293224,120.9231204
1464,新竹市中華六段647巷往南隘99,24.7427156,120.9082581
1465,新竹市中華六段647往南內側99,24.7420703,120.9082947
1466,新竹市中華六段647往南外側99,24.7374848,120.9149269
1467,新竹市中華內湖往中華六段(車牌）,24.7461389,120.9062819
1468,新竹市內湖路往市區（市區）,24.7430703,120.9059928
1469,新竹市中華內湖往交流道(車牌）,24.743843,120.9056799
1470,新竹市中華內湖路制高點,24.7461389,120.9062819
1471,新竹市中華內湖往市區(車牌）,24.743843,120.9056799
1472,新竹市中華五福制高點,24.7427156,120.9082581
1473,新竹市中華五福往五福路內,24.7891162,120.9663985
1474,新竹市南大路567巷口,24.7571075,120.952429
1475,新竹市南大路537巷底,24.7914228,120.9652884
1476,新竹市南大路往南大808巷,24.7909492,120.9661166
1477,新竹市南大路808巷8弄中,24.7888706,120.9636357
1478,新竹市南大路748巷往3弄,24.7895648,120.9651225
1479,新竹市南大路748巷14弄往706巷,24.7882077,120.9675717
1480,新竹市南大路878巷82弄照車牌,24.7879518,120.9643032
1481,新竹市南大路537巷15弄車牌,24.7882134,120.9643585
1482,新竹市南大路617巷照車牌,24.7881475,120.9651642
1483,新竹市南大路780巷40弄全景2,24.7887758,120.9652869
1484,新竹市南大路780巷40弄全景1,24.7916863,120.9657004
1485,新竹市南大路878巷1弄全景,24.790245,120.967557
1486,新竹市南大路575巷1弄全景,24.7884323,120.9746641
1487,新竹市南大路往陽光國小正門全景,24.7973764,120.9693452
1488,新竹市南大路與明湖路,24.7866057,120.967708
1489,新竹市明湖路243巷往高峰路164巷,24.7887051,120.9671103
1490,新竹市明湖路243巷與高峰164巷口,24.7880436,120.9748445
1491,新竹市高峰164巷與高峰164巷4弄口,24.7884323,120.9746641
1492,新竹市高峰路與高峰路164巷口,24.790245,120.967557
1493,新竹市明湖路243巷往市區,24.7880518,120.9746267
1494,新竹市食品路383號前往西大路,24.7933813,120.9683758
1495,新竹市食品路往食品371巷口,24.7921699,120.9675591
1496,新竹市食品路461巷往重興橋,24.794806,120.9725426
1497,新竹市明湖路116巷18弄口,24.7938316,120.9695281
1498,新竹市明湖路116巷往明湖路,24.7928332,120.9674168
1499,新竹市明湖路198巷與6弄口,24.7933187,120.9689902
1500,新竹市明湖路116巷38弄口,24.7989448,120.9683709
1501,新竹市明湖路198巷3弄口,24.7921277,120.9670065
1502,新竹市明湖路往明湖112巷,24.7932246,120.9683845
1503,新竹市明湖路131巷往土地廟,24.7959453,120.9714541
1504,新竹市明湖131巷底(土地廟前),24.7924513,120.9679909
1505,新竹市明湖路165號前往食品路,24.7917411,120.9667485
1506,新竹市明湖路165號前往陽光國小,24.7958656,120.9683427
1507,新竹市明湖116巷與40弄往南大537巷,24.7914639,120.9684934
1508,新竹市明湖198巷11弄,24.7937391,120.9683938
1509,新竹市明湖路與243巷往陽光國小,24.7937391,120.9683938
1510,新竹市明湖路與243巷往食品路,24.7918418,120.9691825
1511,新竹市明湖路243巷往92弄,24.7913979,120.9696103
1512,新竹市明湖路221巷往明湖路,24.79171,120.9694835
1513,新竹市明湖路221巷照巷底,24.7912757,120.968478
1514,新竹市明湖路往213巷口,24.790245,120.967557
1515,新竹市明湖路213巷與5弄口,24.790245,120.967557
1516,新竹市明湖路213巷往巷底,24.791679,120.9693622
1517,新竹市明湖路213巷中1,24.791547,120.969037
1518,新竹市明湖路213巷中2,24.7914639,120.9684934
1519,新竹市明湖路213巷底,24.79171,120.9694835
1520,新竹市明湖路243巷與112弄,24.79171,120.9694835
1521,新竹市明湖路243巷116號前,24.7932246,120.9683845
1522,新竹市高峰路30巷2弄,24.794806,120.9725426
1523,新竹市高峰路往食品寶山路,24.7936399,120.9725594
1524,新竹市高峰路往30巷,24.7933781,120.9727163
1525,新竹市高峰路2巷,24.7932706,120.9714889
1526,新竹市高峰路110巷往高峰路,24.7869083,120.9680304
1527,新竹市明湖路319巷底,24.7869083,120.9680304
1528,新竹市明湖路319巷中,24.7867193,120.9682941
1529,新竹市明湖路309巷43前,24.7878102,120.9680002
1530,新竹市明湖309巷往明湖路,24.7916639,120.9739014
1531,新竹市明湖路往南大明湖路車牌,24.7886511,120.9669025
1532,新竹市明湖路與309巷口,24.7868491,120.968593
1533,新竹市明湖路往309巷,24.7868491,120.968593
1534,新竹市南大路617巷往明湖路,24.7884403,120.9680475
1535,新竹市明湖路與南大路617巷口,24.7906803,120.9684753
1536,新竹市明湖243巷10弄往明湖路全景,24.7871037,120.9705318
1537,新竹市明湖路往明湖243巷車牌,24.7884403,120.9680475
1538,新竹市明湖路往軍人公墓(北)車牌,24.7871037,120.9705318
1539,新竹市明湖路往軍人公墓(南)車牌,24.7871037,120.9705318
1540,新竹市明湖路648巷口,24.7730554,120.9638849
1541,新竹市明湖路1008巷與23弄口全景,24.7670815,120.978706
1542,新竹市明湖路1008往1006巷全景,24.7685196,120.9771182
1543,新竹市明湖路1006巷全景,24.7672788,120.9764809
1544,新竹市明湖1050巷往明湖路(天母社區前),24.766653,120.978169
1545,新竹市明湖路1050巷天母社區前(全景)2,24.7669391,120.9769418
1546,新竹市明湖1050巷(全景)1,24.7654957,120.9779772
1547,新竹市明湖1050巷(全景)2,24.7654957,120.9779772
1548,新竹市明湖1050巷(全景)3,24.7654957,120.9779772
1549,新竹市明湖1050巷(全景)4,24.7654957,120.9779772
1550,新竹市明湖1050巷(全景)5,24.7654957,120.9779772
1551,新竹市明湖1050巷(全景)6,24.7654957,120.9779772
1552,新竹市明湖1050巷(全景)7,24.7654957,120.9779772
1553,新竹市明湖1050巷(全景)8,24.7654957,120.9779772
1554,新竹市明湖1050巷(全景)9,24.7654957,120.9779772
1555,新竹市明湖1050巷(全景)10,24.7654957,120.9779772
1556,新竹市東香路一段全景,24.7736821,120.9567222
1557,新竹市東香路一段與美之城1全景,24.7670331,120.9609009
1558,新竹市東香路一段與美之城2全景,24.7670331,120.9609009
1559,新竹市東香路一段與美之城3全景,24.7670331,120.9609009
1560,新竹市明湖路648巷弄底全景,24.7717188,120.9616936
1561,新竹市明湖路648巷104弄口全景,24.7953111,120.968707
1562,新竹市明湖路648巷102巷1全景,24.7964531,120.969933
1563,新竹市明湖路648巷102巷2全景,24.7729544,120.9621892
1564,新竹市明湖路648巷104巷1全景,24.7953111,120.968707
1565,新竹市明湖路648巷104巷2全景,24.7964531,120.969933
1566,新竹市明湖路648巷底(警衛室)全景,24.7730554,120.9638849
1567,新竹市明湖路648巷底全景,24.7730554,120.9638849
1568,新竹市明湖路608巷口全景,24.7775728,120.9682622
1569,新竹市明湖路697巷16弄全景,24.7775728,120.9682622
1570,新竹市明湖路697巷16弄中全景,24.7769626,120.9673887
1571,新竹市明湖路697巷中全景,24.7770677,120.9688535
1572,新竹市明湖路697巷底全景,24.7770677,120.9688535
1573,新竹市明湖路697巷16弄底全景,24.7770677,120.9688535
1574,新竹市明湖路608巷往明湖路,24.7764751,120.9661515
1575,新竹市明湖路往明湖608巷,24.7748217,120.9670553
1576,新竹市明湖路往明湖路648巷,24.7769626,120.9673887
1577,新竹市柴橋路117巷車牌,24.7661377,120.9634107
1578,新竹市明湖路往青草湖車牌,24.7651062,120.9665623
1579,新竹市柴橋路往明湖路方向,24.7648815,120.9635114
1580,新竹市柴橋路藝術園區,24.7651062,120.9665623
1581,新竹市明湖路往800巷3弄,24.7727834,120.966164
1582,新竹市柴橋路與117巷口,24.7647876,120.9688146
1583,新竹市柴橋路139巷往柴橋路,24.774013,120.9663913
1584,新竹市柴橋路與258巷口,24.7712973,120.9678539
1585,新竹市柴橋路255巷與柴橋路,24.7648815,120.9635114
1586,新竹市柴橋路20巷口,24.7661377,120.9634107
1587,新竹市柴橋路255巷13弄往客雅大道,24.7859296,120.9661445
1588,新竹市柴橋路255巷13弄中,24.7865234,120.9659696
1589,新竹市草湖街17巷1,24.7815899,120.9628771
1590,新竹市草湖街17巷2,24.7868161,120.9663139
1591,新竹市草湖街17巷51弄尾,24.7865234,120.9659696
1592,新竹市明湖路482巷73弄(車牌),24.7865234,120.9659696
1593,新竹市明湖路482巷往客雅大道,24.7815899,120.9628771
1594,新竹市草湖街17巷51弄(車牌),24.7814804,120.9646939
1595,新竹市明湖路482巷照巷內全景,24.7814804,120.9646939
1596,新竹市明湖路482巷往客雅大道全景,24.7814804,120.9646939
1597,新竹市草湖街往客雅大道,24.7814804,120.9646939
1598,新竹市明湖路482巷全景,24.774013,120.9663913
1599,新竹市草湖街與南大780巷40弄口全景,24.7869552,120.96418
1600,新竹市明湖路1075巷女廁旁警察寶寶,24.7732595,120.9706081
1601,新竹市于飛島警察寶寶,24.7751633,120.9691947
1602,新竹市明湖1075巷制高點,24.7732595,120.9706081
1603,新竹市明湖1075巷女廁警察寶寶前,24.7732595,120.9706081
1604,新竹市明湖775與1075巷口(全),24.7732595,120.9706081
